     MetID    Y  M  D      TAM      NNM      UUM      FFM       RR
    888011 2010  3 16     -2.6      7.5     80.9      2.4      0.0
    888011 2010  3 17     -0.9      7.8     89.2      1.6     12.7
    888011 2010  3 18     -0.2      7.8     91.1      2.5      6.4
    888011 2010  3 19      0.9      7.8     87.8      3.0      1.8
    888011 2010  3 20      1.7      7.6     85.5      2.9     27.9
    888011 2010  3 21      0.2      6.9     86.5      1.1      6.6
    888011 2010  3 22      0.3      6.8     76.4      1.7      2.0
    888011 2010  3 23     -0.1      7.5     89.2      2.0     10.6
    888011 2010  3 24     -0.7      7.7     86.7      2.1      9.4
    888011 2010  3 25      1.5      7.9     87.2      2.4     10.0
    888011 2010  3 26      2.9      7.5     83.1      2.7      3.0
    888011 2010  3 27      1.1      6.4     82.8      1.3      0.5
    888011 2010  3 28      1.2      7.1     85.1      1.2      2.7
    888011 2010  3 29     -0.7      7.6     82.9      2.4      0.9
    888011 2010  3 30     -1.6      6.9     80.0      2.6      3.3
    888011 2010  3 31      1.5      7.2     77.6      3.3      9.9
    888011 2010  4  1      1.1      7.3     69.1      2.7      0.8
    888011 2010  4  2     -0.6      7.0     76.7      2.5      0.4
    888011 2010  4  3      0.3      6.6     61.9      3.5      2.8
    888011 2010  4  4      2.8      7.6     53.6      4.0      0.0
    888011 2010  4  5      1.9      5.9     62.7      2.9      2.2
    888011 2010  4  6      1.5      7.8     74.7      2.9      0.3
    888011 2010  4  7      4.5      7.8     66.3      2.3      1.4
    888011 2010  4  8      1.7      7.6     83.1      1.4      5.3
    888011 2010  4  9      0.8      5.1     75.9      2.2      4.1
    888011 2010  4 10      0.9      3.9     61.0      1.4      1.1
    888011 2010  4 11      2.5      4.0     57.7      1.4      0.8
    888011 2010  4 12      1.9      3.0     62.8      1.8      0.1
    888011 2010  4 13      3.0      1.8     57.5      2.2      0.8
    888011 2010  4 14      2.3      1.9     58.3      1.8      0.1
    888011 2010  4 15      1.1      7.4     78.8      2.9      3.9
    888011 2010  4 16     -1.1      7.0     73.9      3.3      5.2
    888011 2010  4 17     -0.5      7.5     83.2      4.1     57.3
    888011 2010  4 18     -2.0      6.3     71.7      3.0     33.0
    888011 2010  4 19     -2.1      4.8     60.8      1.8      1.2
    888011 2010  4 20     -1.5      7.1     53.5      2.7      0.1
    888011 2010  4 21     -0.9      3.2     55.0      2.0      0.0
    888011 2010  4 22     -1.3      5.9     64.6      1.9      0.0
    888011 2010  4 23     -2.2      7.2     78.7      3.3      4.1
    888011 2010  4 24     -0.5      5.2     77.9      1.8     21.6
    888011 2010  4 25      0.7      7.5     76.6      2.2      3.0
    888011 2010  4 26      2.7      7.8     81.2      2.2      2.1
    888011 2010  4 27      2.9      5.9     78.9      2.3      7.3
    888011 2010  4 28      0.3      7.9     89.1      1.9      6.7
    888011 2010  4 29      3.5      7.7     89.6      2.3     12.3
    888011 2010  4 30      3.5      7.7     84.3      1.6      7.5
    888011 2010  5  1      2.0      4.3     61.9      3.3      6.1
    888011 2010  5  2      0.3      3.8     62.2      2.0      0.9
    888011 2010  5  3      0.3      3.6     61.5      2.6      0.0
    888011 2010  5  4      0.0      1.4     47.6      2.4      0.0
    888011 2010  5  5      0.9      4.3     47.9      2.0      0.1
    888011 2010  5  6      2.3      6.4     59.9      2.2      1.0
    888011 2010  5  7      3.6      3.1     53.8      2.1      0.0
    888011 2010  5  8      3.7      1.9     55.2      2.1      0.9
    888011 2010  5  9      1.9      4.8     61.3      3.1      0.8
    888011 2010  5 10     -0.5      6.0     63.9      2.8      0.0
    888011 2010  5 11     -0.6      6.0     71.3      1.9      3.5
    888011 2010  5 12      1.9      2.3     55.8      2.0      1.8
    888011 2010  5 13      4.1      5.6     57.7      1.7      0.8
    888011 2010  5 14      6.3      5.8     62.6      1.5      0.0
    888011 2010  5 15      6.1      6.2     71.2      1.4      0.8
    888011 2010  5 16      5.1      7.7     89.3      1.7      9.1
    888011 2010  5 17      4.4      7.7     79.9      1.8     14.2
    888011 2010  5 18      7.5      3.6     64.9      1.9      2.7
    888011 2010  5 19      9.1      3.0     66.3      1.9      0.1
    888011 2010  5 20      9.5      3.7     66.6      1.7      0.0
    888011 2010  5 21     10.3      2.4     60.7      1.8      0.2
    888011 2010  5 22      7.9      7.6     77.3      1.5      0.6
    888011 2010  5 23      7.4      6.9     72.5      2.9      8.4
    888011 2010  5 24      4.1      7.1     71.3      3.1      2.1
    888011 2010  5 25      3.2      6.1     65.3      3.3      0.5
    888011 2010  5 26      3.0      6.4     68.5      1.7      0.1
    888011 2010  5 27      4.0      4.6     65.7      1.6      7.2
    888011 2010  5 28      4.8      6.6     62.7      1.6      0.0
    888011 2010  5 29      5.1      5.3     67.9      2.1      0.4
    888011 2010  5 30      7.4      2.8     58.8      1.8      0.2
    888011 2010  5 31      9.4      1.4     55.5      1.9      0.0
    888011 2010  6  1      9.5      5.1     56.3      2.1      0.2
    888011 2010  6  2      6.6      7.6     71.0      2.1      0.2
    888011 2010  6  3      6.2      6.7     77.1      2.5      6.3
    888011 2010  6  4      8.6      2.7     60.5      2.0      0.6
    888011 2010  6  5      9.1      4.1     61.7      2.5      0.8
    888011 2010  6  6      8.7      3.3     57.8      2.3      0.7
    888011 2010  6  7      9.4      5.7     60.0      2.4      0.0
    888011 2010  6  8     10.7      3.9     61.3      1.9      0.0
    888011 2010  6  9     11.6      3.9     63.0      1.5      0.8
    888011 2010  6 10     12.6      5.8     61.4      1.7      0.4
    888011 2010  6 11      7.4      7.9     85.9      1.9      5.0
    888011 2010  6 12      6.4      7.9     78.3      2.9     25.9
    888011 2010  6 13      6.9      6.4     67.0      3.3      0.7
    888011 2010  6 14      6.6      5.3     61.6      2.2      0.8
    888011 2010  6 15      8.0      2.2     57.8      2.7      1.1
    888011 2010  6 16      8.2      5.9     66.9      2.1      0.2
    888011 2010  6 17      8.8      6.6     76.0      2.6      0.2
    888011 2010  6 18      7.1      6.5     63.4      4.5      2.3
    888011 2010  6 19      9.1      3.9     47.1      3.8      2.0
    888011 2010  6 20      8.7      3.1     51.0      2.5      0.6
    888011 2010  6 21     10.1      4.4     59.9      2.2      0.8
    888011 2010  6 22      8.1      6.9     68.1      2.2      0.1
    888011 2010  6 23     10.6      4.0     60.0      1.6      0.1
    888011 2010  6 24      9.8      7.7     76.5      1.8      1.0
    888011 2010  6 25      7.7      7.2     84.4      2.3      8.1
    888011 2010  6 26      9.6      5.5     73.0      2.7      5.7
    888011 2010  6 27     11.5      4.1     65.9      1.6      0.6
    888011 2010  6 28      9.6      6.5     81.5      1.5      1.8
    888011 2010  6 29      9.9      7.2     80.7      1.2     10.2
    888011 2010  6 30      8.5      7.6     81.2      2.9     13.6
    888011 2010  7  1     11.3      1.3     61.4      1.5      0.7
    888011 2010  7  2     14.8      6.8     63.1      2.1      0.0
    888011 2010  7  3     14.4      6.8     71.0      1.9      2.0
    888011 2010  7  4     13.2      6.6     58.9      2.3      1.0
    888011 2010  7  5     10.3      6.9     72.1      3.5      1.4
    888011 2010  7  6      8.3      6.4     78.6      1.7      2.3
    888011 2010  7  7      8.1      7.5     81.2      2.1      3.6
    888011 2010  7  8     11.7      5.9     68.7      2.6      2.6
    888011 2010  7  9     11.5      6.7     65.6      2.0      0.1
    888011 2010  7 10     12.7      6.4     69.2      2.1      7.2
    888011 2010  7 11     15.1      7.2     68.7      2.8      0.6
    888011 2010  7 12     11.4      6.9     67.3      2.4      0.7
    888011 2010  7 13      9.9      7.2     84.1      1.9     17.9
    888011 2010  7 14     12.7      4.2     66.4      1.7      3.4
    888011 2010  7 15     14.0      6.8     74.0      3.4      0.7
    888011 2010  7 16     12.7      6.6     74.2      2.8     28.8
    888011 2010  7 17     12.2      7.1     73.8      2.3      3.9
    888011 2010  7 18      9.9      6.6     73.6      2.6     27.0
    888011 2010  7 19     11.4      6.5     72.9      1.8      2.3
    888011 2010  7 20      9.6      8.0     89.3      1.5      1.1
    888011 2010  7 21     10.6      7.8     90.8      1.5     28.5
    888011 2010  7 22      8.8      5.6     74.4      3.1     35.2
    888011 2010  7 23     10.1      2.1     59.8      2.2      1.2
    888011 2010  7 24     11.4      3.4     68.1      1.5      0.0
    888011 2010  7 25     11.7      4.1     70.7      1.6      0.7
    888011 2010  7 26     12.6      5.2     72.7      2.0      0.2
    888011 2010  7 27     12.5      5.5     69.9      1.7      0.2
    888011 2010  7 28     12.5      6.8     80.0      1.8      4.6
    888011 2010  7 29     13.3      7.2     80.6      1.7      3.8
    888011 2010  7 30     12.5      7.9     87.1      2.3      2.4
    888011 2010  7 31     11.2      7.8     81.8      1.7      2.2
    888011 2010  8  1     10.3      7.2     84.2      1.8     13.2
    888011 2010  8  2     11.0      5.9     73.4      2.0      4.3
    888011 2010  8  3     10.0      6.9     75.9      1.5      0.0
    888011 2010  8  4     11.2      5.8     75.2      1.3      0.2
    888011 2010  8  5     11.6      7.4     75.9      1.8      0.7
    888011 2010  8  6     11.0      6.6     84.0      1.7      1.8
    888011 2010  8  7     11.8      6.8     74.0      1.7      4.1
    888011 2010  8  8     12.8      6.4     77.4      1.7      1.3
    888011 2010  8  9     13.0      7.5     77.5      1.9      0.0
    888011 2010  8 10     13.5      6.6     73.7      1.4      0.2
    888011 2010  8 11     12.3      6.3     79.5      2.1     20.7
    888011 2010  8 12     12.6      4.2     73.5      1.5      2.2
    888011 2010  8 13     11.1      7.3     85.8      1.6      0.5
    888011 2010  8 14     13.9      4.0     74.7      2.1      5.0
    888011 2010  8 15     13.9      2.8     74.2      1.7      0.7
    888011 2010  8 16     14.7      5.3     70.6      2.4      0.2
    888011 2010  8 17     15.1      7.1     71.9      2.8      1.1
    888011 2010  8 18     15.3      6.7     67.2      2.8      0.2
    888011 2010  8 19     14.6      6.1     67.3      2.7      0.0
    888011 2010  8 20     11.0      7.2     77.9      2.1      6.8
    888011 2010  8 21     12.0      6.3     74.5      3.1     26.5
    888011 2010  8 22      8.9      7.1     85.6      2.3      9.1
    888011 2010  8 23      9.0      7.2     74.7      1.5     21.4
    888011 2010  8 24      8.6      7.9     87.6      2.0     11.0
    888011 2010  8 25      9.6      7.7     82.7      3.1      6.8
    888011 2010  8 26      9.2      6.8     76.4      2.4      1.7
    888011 2010  8 27      8.0      6.3     80.1      1.5      1.2
    888011 2010  8 28      5.7      7.2     82.6      1.6      2.9
    888011 2010  8 29      7.0      5.7     77.1      1.5      7.3
    888011 2010  8 30      7.0      4.1     72.8      2.0      0.7
    888011 2010  8 31      7.6      7.5     84.0      1.9      2.1
    888011 2010  9  1      8.6      6.5     75.1      1.9      2.3
    888011 2010  9  2      7.1      1.8     74.0      1.4      0.3
    888011 2010  9  3      6.8      2.7     72.3      1.5      0.1
    888011 2010  9  4      6.6      3.4     73.9      1.6      0.5
    888011 2010  9  5      8.1      2.7     76.3      1.2      0.4
    888011 2010  9  6     10.7      3.0     71.4      1.6      0.4
    888011 2010  9  7     12.4      3.8     57.6      3.5      0.3
    888011 2010  9  8     12.2      5.3     55.4      3.8      0.6
    888011 2010  9  9     11.6      4.4     56.8      3.6      0.0
    888011 2010  9 10     10.3      6.7     61.7      2.8      0.5
    888011 2010  9 11      8.6      7.9     84.6      2.6      0.9
    888011 2010  9 12      8.7      7.1     90.1      1.5     39.3
    888011 2010  9 13      8.0      7.0     81.7      1.9     21.4
    888011 2010  9 14      7.3      7.1     83.2      2.8      4.7
    888011 2010  9 15      4.4      6.3     82.4      1.3     25.6
    888011 2010  9 16      4.8      7.7     88.7      1.9      5.3
    888011 2010  9 17      4.9      6.6     86.1      2.4     31.8
    888011 2010  9 18      5.3      7.5     87.2      2.4     16.8
    888011 2010  9 19      6.3      6.6     82.0      2.1      2.6
    888011 2010  9 20      5.1      6.4     82.6      1.3      1.4
    888011 2010  9 21      4.7      6.0     78.7      1.9      0.6
    888011 2010  9 22      5.3      7.9     89.2      1.9      3.6
    888011 2010  9 23      7.6      7.9     91.7      1.4     13.2
    888011 2010  9 24      6.3      6.7     79.9      2.2     18.7
    888011 2010  9 25      5.5      2.0     65.5      3.0      1.8
    888011 2010  9 26      5.1      1.2     65.8      3.0      0.0
    888011 2010  9 27      3.4      0.8     69.6      2.1      0.6
    888011 2010  9 28      1.7      0.7     72.2      1.6      0.1
    888011 2010  9 29      0.8      2.7     77.2      1.5      0.3
    888011 2010  9 30      4.1      1.7     68.3      2.6      0.5
    888011 2010 10  1      7.1      3.1     58.0      4.0      0.3
    888011 2010 10  2      8.1      7.4     58.1      5.0      0.4
    888011 2010 10  3     10.1      7.9     66.7      5.0      3.4
    888011 2010 10  4      9.7      7.9     82.4      3.9     35.9
    888011 2010 10  5     10.6      7.8     76.4      4.2     72.7
    888011 2010 10  6      8.4      8.0     87.0      3.4     25.4
    888011 2010 10  7      7.3      5.8     82.9      1.7     84.7
    888011 2010 10  8      4.8      1.9     85.0      1.0      0.1
    888011 2010 10  9      2.5      1.7     85.1      1.2      0.2
    888011 2010 10 10      2.0      4.0     84.0      1.2      0.0
    888011 2010 10 11      1.3      3.5     85.5      1.6      0.0
    888011 2010 10 12      1.2      3.2     83.1      1.4      0.0
    888011 2010 10 13      0.5      7.7     87.9      1.3      0.3
    888011 2010 10 14      2.5      5.3     73.6      2.4      0.8
    888011 2010 10 15     -0.6      2.6     72.3      1.3      0.0
    888011 2010 10 16     -2.6      3.1     77.6      1.3      0.3
    888011 2010 10 17      0.4      6.3     77.6      1.9      0.0
    888011 2010 10 18      2.6      7.5     87.8      2.5      4.7
    888011 2010 10 19      1.6      6.8     81.5      1.9     37.1
    888011 2010 10 20     -1.6      3.9     66.9      1.9      1.5
    888011 2010 10 21     -3.4      7.3     84.6      1.4      0.4
    888011 2010 10 22     -2.5      6.6     88.8      1.7     14.1
    888011 2010 10 23     -3.6      1.3     85.6      1.5     12.6
    888011 2010 10 24     -4.7      2.3     83.1      1.9      0.2
    888011 2010 10 25     -2.5      4.6     83.7      1.5      0.2
    888011 2010 10 26     -3.0      7.3     80.6      2.1      0.2
    888011 2010 10 27      2.6      7.7     86.0      3.9      7.4
    888011 2010 10 28      2.8      7.3     89.2      2.3     26.5
    888011 2010 10 29      3.3      7.9     89.5      2.9     21.4
    888011 2010 10 30      6.1      7.5     77.1      3.4     28.5
    888011 2010 10 31      4.4      6.9     79.9      3.0     11.0
    888011 2010 11  1      1.6      4.4     81.4      2.1      8.2
    888011 2010 11  2      2.6      7.8     83.4      3.6      4.4
    888011 2010 11  3      3.5      7.5     87.6      2.8     26.8
    888011 2010 11  4      1.8      6.4     85.0      2.7     33.2
    888011 2010 11  5      1.5      6.4     88.8      1.3     15.9
    888011 2010 11  6     -1.2      3.2     83.8      1.8      6.5
    888011 2010 11  7     -1.4      5.8     82.4      1.7      0.4
    888011 2010 11  8     -2.6      5.2     65.7      3.5      0.4
    888011 2010 11  9     -5.4      1.4     57.6      3.5      0.0
    888011 2010 11 10     -6.2      2.6     70.6      1.5      0.4
    888011 2010 11 11     -4.0      6.8     72.1      3.4      0.1
    888011 2010 11 12      2.0      6.4     68.3      3.1      0.0
    888011 2010 11 13     -1.6      6.7     87.0      1.1      1.1
    888011 2010 11 14     -1.2      7.6     91.2      0.7      4.1
    888011 2010 11 15     -0.9      5.5     89.0      1.5      3.5
    888011 2010 11 16     -0.6      6.7     87.9      1.6      8.3
    888011 2010 11 17     -3.8      0.9     77.4      2.7      0.6
    888011 2010 11 18     -6.8      2.8     71.5      2.3      0.4
    888011 2010 11 19     -6.2      3.0     64.0      3.7      0.1
    888011 2010 11 20     -6.1      5.3     66.4      2.9      0.3
    888011 2010 11 21     -1.4      7.5     72.1      2.7      0.0
    888011 2010 11 22     -4.8      4.8     83.0      1.5      0.1
    888011 2010 11 23     -9.4      1.7     73.5      2.5      0.2
    888011 2010 11 24    -11.7      3.2     68.4      3.0      0.2
    888011 2010 11 25    -12.8      0.3     65.3      2.7      0.2
    888011 2010 11 26    -15.1      1.7     63.9      3.0      0.0
    888011 2010 11 27    -11.8      4.9     62.1      3.6      0.0
    888011 2010 11 28    -12.1      4.9     60.2      3.7      0.2
    888011 2010 11 29    -11.9      1.4     61.7      3.9      0.0
    888011 2010 11 30    -16.6      0.8     70.6      2.3      0.3
    888011 2010 12  1    -15.5      0.1     73.7      2.2      0.3
    888011 2010 12  2    -15.9      0.4     77.3      1.9      0.0
    888011 2010 12  3    -15.6      2.6     77.9      1.7      0.3
    888011 2010 12  4    -11.4      4.5     81.4      1.7      0.0
    888011 2010 12  5     -9.9      4.3     83.6      1.2      0.4
    888011 2010 12  6    -13.4      1.3     82.4      1.3      0.8
    888011 2010 12  7    -10.6      5.8     81.7      1.7      0.2
    888011 2010 12  8     -5.5      5.3     85.1      1.6      4.5
    888011 2010 12  9    -10.7      4.3     83.8      1.4      2.6
    888011 2010 12 10     -6.7      7.7     89.1      1.4      1.2
    888011 2010 12 11      0.3      7.0     87.1      3.0     31.5
    888011 2010 12 12     -6.9      4.7     80.2      1.3      7.1
    888011 2010 12 13     -9.4      2.5     85.5      1.1      0.4
    888011 2010 12 14     -9.3      5.7     87.0      1.1      0.2
    888011 2010 12 15     -9.4      5.3     86.7      1.7      0.8
    888011 2010 12 16     -5.6      5.4     80.8      2.7     14.8
    888011 2010 12 17    -13.8      2.3     76.2      2.9      0.8
    888011 2010 12 18     -4.2      7.6     58.8      4.3      0.0
    888011 2010 12 19     -7.6      6.9     66.1      2.7      0.0
    888011 2010 12 20    -11.7      5.7     69.5      2.3      0.1
    888011 2010 12 21    -13.8      5.4     82.6      1.2      3.8
    888011 2010 12 22    -12.7      6.9     84.1      1.2      2.3
    888011 2010 12 23     -7.7      7.4     87.1      1.8      5.8
    888011 2010 12 24    -11.0      5.3     83.0      1.8     12.7
    888011 2010 12 25    -16.7      5.3     78.4      1.6      0.8
    888011 2010 12 26    -21.3      1.0     76.4      1.3      0.4
    888011 2010 12 27    -21.3      2.0     75.5      1.3      0.4
    888011 2010 12 28    -19.5      3.1     75.6      1.7      0.0
    888011 2010 12 29    -12.6      7.1     78.9      1.3      0.0
    888011 2010 12 30     -7.1      7.5     87.7      1.6      1.1
    888011 2010 12 31     -2.3      7.5     85.2      3.7      5.5
    888011 2011  1  1      1.4      4.6     69.8      3.6     27.2
    888011 2011  1  2     -5.9      1.7     79.9      1.8      0.1
    888011 2011  1  3     -7.5      7.6     87.3      1.3      0.8
    888011 2011  1  4     -2.9      7.7     90.2      1.4     12.6
    888011 2011  1  5      0.3      7.8     81.9      3.6      0.7
    888011 2011  1  6      0.0      7.9     72.2      3.6      1.5
    888011 2011  1  7     -2.9      6.4     86.3      1.8      5.6
    888011 2011  1  8     -1.8      7.8     79.3      4.0     10.5
    888011 2011  1  9      0.9      7.5     84.6      4.2      6.8
    888011 2011  1 10      0.2      7.5     82.1      2.8     28.8
    888011 2011  1 11     -0.4      7.9     92.2      1.1     23.9
    888011 2011  1 12     -6.1      4.7     87.7      1.1     10.3
    888011 2011  1 13     -7.6      7.4     86.5      1.3      7.8
    888011 2011  1 14     -2.1      7.3     85.7      2.4     17.1
    888011 2011  1 15      0.9      7.9     77.4      4.4      6.6
    888011 2011  1 16      1.5      7.9     91.2      2.6     18.0
    888011 2011  1 17      2.6      7.3     90.2      2.6     17.5
    888011 2011  1 18      0.2      6.6     92.0      1.4     18.2
    888011 2011  1 19     -1.0      4.6     91.2      1.0     16.1
    888011 2011  1 20     -3.7      4.6     85.6      1.3      0.1
    888011 2011  1 21     -1.3      7.5     91.1      1.3      4.1
    888011 2011  1 22     -1.0      7.6     91.1      1.4     10.5
    888011 2011  1 23      0.6      6.6     92.2      1.5      5.4
    888011 2011  1 24      0.6      7.4     92.2      1.9      0.9
    888011 2011  1 25     -4.1      3.0     84.4      1.5     15.3
    888011 2011  1 26     -9.8      1.9     81.6      1.4      0.3
    888011 2011  1 27    -10.8      3.7     82.3      1.4      0.3
    888011 2011  1 28     -5.9      7.4     85.9      1.5      0.0
    888011 2011  1 29     -0.2      6.3     77.8      3.4      2.0
    888011 2011  1 30     -2.0      7.5     81.5      1.8      3.8
    888011 2011  1 31      1.2      7.3     89.4      2.8      1.6
    888011 2011  2  1      1.3      7.5     89.3      2.6      9.5
    888011 2011  2  2      1.0      7.4     88.4      2.4     20.7
    888011 2011  2  3     -0.2      7.0     87.4      2.7     20.1
    888011 2011  2  4      0.7      7.3     80.8      4.4     20.1
    888011 2011  2  5     -0.4      7.2     88.5      2.1     26.7
    888011 2011  2  6      0.9      6.9     87.6      2.8     12.0
    888011 2011  2  7      0.7      7.6     89.0      2.2     26.5
    888011 2011  2  8      0.0      6.4     86.1      2.7      3.6
    888011 2011  2  9     -2.8      5.9     79.7      2.1      8.3
    888011 2011  2 10     -1.4      7.8     90.4      3.0     18.5
    888011 2011  2 11     -4.6      1.0     64.1      3.4     25.7
    888011 2011  2 12    -15.5      3.2     66.9      1.7      0.6
    888011 2011  2 13     -9.1      5.1     57.0      4.2      0.2
    888011 2011  2 14     -4.0      7.4     51.5      6.8      0.0
    888011 2011  2 15     -5.2      7.0     55.2      4.8      1.0
    888011 2011  2 16     -5.4      7.2     57.5      4.5      0.2
    888011 2011  2 17     -4.2      7.4     61.2      3.4      0.1
    888011 2011  2 18     -6.9      5.6     67.7      2.5      0.0
    888011 2011  2 19    -12.8      1.2     73.1      1.5      0.3
    888011 2011  2 20    -13.8      2.0     72.1      1.3      0.0
    888011 2011  2 21    -13.7      1.1     72.7      1.8      0.0
    888011 2011  2 22    -11.4      2.9     65.6      2.9      0.2
    888011 2011  2 23     -9.9      4.2     57.9      4.4      0.0
    888011 2011  2 24     -3.0      7.7     76.2      4.1      1.8
    888011 2011  2 25      1.4      7.8     87.4      2.3      2.8
    888011 2011  2 26      1.6      7.9     89.6      1.7      8.7
    888011 2011  2 27      0.7      7.9     88.6      1.5      7.2
    888011 2011  2 28     -0.7      3.1     86.2      0.9      0.9
    888011 2011  3  1     -4.4      7.3     87.2      1.5      0.0
    888011 2011  3  2     -3.9      6.0     83.2      2.4      1.2
    888011 2011  3  3     -1.5      6.6     87.5      1.5      8.2
    888011 2011  3  4     -1.0      7.3     86.6      2.8      1.5
    888011 2011  3  5     -2.3      6.0     63.1      3.8      9.4
    888011 2011  3  6     -6.7      5.7     64.6      1.6      0.1
    888011 2011  3  7     -2.6      7.8     83.8      2.5      3.8
    888011 2011  3  8      0.3      7.3     76.5      4.5      1.6
    888011 2011  3  9     -2.2      7.3     84.2      2.7     10.9
    888011 2011  3 10     -5.4      7.0     79.6      1.8     16.9
    888011 2011  3 11     -5.9      7.4     80.6      2.5      1.9
    888011 2011  3 12     -2.3      6.7     78.5      2.1     19.5
    888011 2011  3 13     -3.2      7.9     86.4      2.2      1.8
    888011 2011  3 14     -1.0      3.7     75.4      2.3     23.7
    888011 2011  3 15      0.6      7.3     63.7      3.5      3.7
    888011 2011  3 16     -1.6      5.4     43.8      4.4      0.1
    888011 2011  3 17     -2.9      6.8     51.5      3.8      0.0
    888011 2011  3 18     -2.5      7.3     83.6      1.4      4.8
    888011 2011  3 19     -1.9      4.5     76.6      1.6      7.3
    888011 2011  3 20     -0.3      7.6     76.5      2.2      0.0
    888011 2011  3 21      1.6      7.6     87.9      3.6     18.6
    888011 2011  3 22      1.8      6.9     79.8      4.3     78.1
    888011 2011  3 23      1.6      7.6     84.6      4.6      9.8
    888011 2011  3 24      0.1      7.3     74.0      3.9     39.8
    888011 2011  3 25     -2.8      5.1     62.2      3.0      1.3
    888011 2011  3 26     -5.2      2.3     62.3      1.6      0.4
    888011 2011  3 27     -1.6      7.4     75.9      2.9      0.0
    888011 2011  3 28     -1.4      7.3     74.9      2.5      0.8
    888011 2011  3 29     -1.8      5.3     70.3      2.4     16.5
    888011 2011  3 30     -4.0      4.4     59.3      2.4      1.5
    888011 2011  3 31     -0.0      7.4     66.9      4.4      0.0
    888011 2011  4  1      1.0      7.6     72.3      2.3      0.5
    888011 2011  4  2      2.6      7.9     85.9      2.9      2.4
    888011 2011  4  3      0.0      7.1     86.4      1.4     35.5
    888011 2011  4  4      0.8      6.8     79.0      3.0      7.2
    888011 2011  4  5      0.6      7.8     87.2      2.3      3.0
    888011 2011  4  6      1.6      7.5     84.5      2.5     38.7
    888011 2011  4  7      0.5      7.1     81.5      4.4     33.7
    888011 2011  4  8      1.4      6.3     77.0      4.9     42.8
    888011 2011  4  9      0.8      6.0     67.6      2.0      3.9
    888011 2011  4 10      2.2      7.6     73.9      1.1      0.0
    888011 2011  4 11      2.8      7.2     80.3      1.5      0.0
    888011 2011  4 12      1.9      7.0     69.1      2.8     12.1
    888011 2011  4 13     -0.3      2.5     69.5      1.5      0.2
    888011 2011  4 14     -0.9      7.3     79.7      1.6      0.0
    888011 2011  4 15      1.3      7.8     87.1      1.5      1.8
    888011 2011  4 16      1.9      7.4     85.6      2.0      0.5
    888011 2011  4 17      2.5      7.7     84.8      2.3      1.3
    888011 2011  4 18      4.2      3.2     75.0      1.4      0.7
    888011 2011  4 19      4.2      6.2     70.5      1.5      0.0
    888011 2011  4 20      4.5      6.5     70.9      1.1      0.0
    888011 2011  4 21      3.9      6.8     72.1      1.0      0.1
    888011 2011  4 22      6.1      3.4     65.3      1.6      0.0
    888011 2011  4 23      7.9      3.7     59.7      2.2      0.0
    888011 2011  4 24      7.3      4.8     58.7      1.6      0.0
    888011 2011  4 25      4.6      7.5     71.0      1.5      0.0
    888011 2011  4 26      2.6      4.0     64.4      1.8      0.1
    888011 2011  4 27      4.1      0.9     59.0      1.6      0.0
    888011 2011  4 28      4.9      3.9     59.2      1.5      0.0
    888011 2011  4 29      5.7      1.1     57.9      1.5      0.0
    888011 2011  4 30      6.0      3.5     55.2      1.4      0.0
    888011 2011  5  1      5.5      4.4     59.2      1.9      0.0
    888011 2011  5  2      4.0      6.6     62.8      1.7      0.2
    888011 2011  5  3      2.9      4.9     61.4      1.6      0.1
    888011 2011  5  4      3.3      6.4     63.7      2.1      0.0
    888011 2011  5  5      3.3      6.1     62.9      1.8      0.0
    888011 2011  5  6      3.2      7.3     69.0      1.4      0.0
    888011 2011  5  7      7.9      5.1     62.7      2.3      4.2
    888011 2011  5  8     11.9      4.6     41.3      4.2      0.0
    888011 2011  5  9     12.5      2.7     43.3      3.5      0.0
    888011 2011  5 10      8.4      7.4     71.7      2.2      1.7
    888011 2011  5 11      7.8      4.4     64.8      1.6      0.0
    888011 2011  5 12      5.0      6.9     79.5      1.5      7.8
    888011 2011  5 13      4.2      6.8     79.2      1.6      1.9
    888011 2011  5 14      4.2      6.0     75.4      1.6      8.5
    888011 2011  5 15      3.2      7.2     85.2      1.8      8.0
    888011 2011  5 16      4.5      7.0     74.8      1.7     20.9
    888011 2011  5 17      3.2      6.9     79.4      2.3      1.9
    888011 2011  5 18      3.1      7.5     81.7      2.5      8.6
    888011 2011  5 19      3.8      6.5     76.6      3.6      5.2
    888011 2011  5 20      2.8      7.6     77.3      2.4      5.0
    888011 2011  5 21      4.4      7.2     72.1      3.0     12.3
    888011 2011  5 22      5.8      7.5     74.0      3.2      0.0
    888011 2011  5 23      4.4      7.0     73.4      3.9     14.4
    888011 2011  5 24      3.0      7.7     78.6      4.4     49.6
    888011 2011  5 25      3.2      7.0     81.5      3.0     39.1
    888011 2011  5 26      4.4      7.9     77.9      1.8      6.9
    888011 2011  5 27      5.6      7.1     75.9      2.1      1.7
    888011 2011  5 28      2.9      7.8     79.5      2.2      5.9
    888011 2011  5 29      2.7      7.3     82.3      2.4      7.9
    888011 2011  5 30      4.6      7.0     74.5      2.7     15.7
    888011 2011  5 31      3.7      6.8     85.4      1.8     12.0
    888011 2011  6  1      4.1      7.1     78.0      2.3      1.9
    888011 2011  6  2      6.8      7.2     80.1      3.0     16.1
    888011 2011  6  3      8.5      6.6     80.2      1.9      0.8
